booking_id,customer_id,returning_customer,customer_age,tour_id,departure_id,tour_name,location,region,tour_type,customer_origin,booking_segment,booking_channel,booking_stage,unit_price_vnd,adults,children,infants,participants,booking_date,travel_start,travel_end,season,weather_condition,status,post_tour_rating,revenue_vnd,total_cost_vnd,profit_vnd
B004917,CUST03998,False,41,T200,T200_SH_Fa_240227_0121,Tour Bến Tre 1N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Family,Agent,Early,500000,2,2,0,4,2024-01-26,2024-02-27,2024-02-27,Spring,Sunny,Completed,4.2,1600000,1060000,540000
B004918,CUST03999,False,21,T245,T245_SH_Gr_230427_0353,Tour Đà Nẵng 1N1Đ - City,Đà Nẵng,Nam Trung Bộ,City,Domestic,Group,Website,Normal,560000,5,0,0,5,2023-04-12,2023-04-27,2023-04-27,Spring,Sunny,Completed,4.9,2800000,2040000,760000
B004919,CUST04000,False,36,T296,T296_SH_Co_240830_0006,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Couple,Website,Normal,1260000,2,0,0,2,2024-08-05,2024-08-30,2024-08-31,Summer,Cloudy,Completed,4.0,2520000,1920000,600000
B004920,CUST04001,False,26,T358,T358_SH_Fo_241126_0077,Tour Đà Lạt 5N4Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Foreign,Foreign,OTA,Normal,2110000,3,0,0,3,2024-11-11,2024-11-26,2024-11-30,Winter,Sunny,Completed,3.5,6330000,4760000,1570000
B004921,CUST04002,False,36,T061,T061_PV_Fa_240519_004920,Tour Ninh Bình 4N3Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Family,Website,Early,2400000,10,5,0,15,2024-04-08,2024-05-19,2024-05-22,Summer,Sunny,Completed,4.4,31200000,22630000,8570000
B004922,CUST04003,False,26,T343,T343_SH_Gr_231222_0499,Tour Hà Nội 1N1Đ - Mountain,Hà Nội,Bắc Bộ,Mountain,Domestic,Group,Website,Normal,510000,11,0,0,11,2023-12-02,2023-12-22,2023-12-22,Winter,Rainy,Completed,3.0,5610000,4210000,1400000
B004923,CUST04004,False,31,T121,T121_SH_Co_240830_0197,Tour Hội An 1N1Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Couple,Website,Normal,520000,2,0,0,2,2024-08-07,2024-08-30,2024-08-30,Summer,Sunny,Completed,4.7,1040000,820000,220000
B004924,CUST04005,False,31,T271,T271_SH_Fo_220125_0194,Tour Hội An 3N2Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Foreign,Foreign,OTA,Normal,1070000,4,0,0,4,2022-01-14,2022-01-25,2022-01-27,Winter,Rainy,Completed,3.3,4280000,2810000,1470000
B004925,CUST04006,False,47,T041,T041_SH_Fa_230925_0083,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Family,OTA,Normal,1940000,2,1,0,3,2023-09-05,2023-09-25,2023-09-27,Autumn,Cloudy,Completed,4.2,5040000,3710000,1330000
B004926,CUST04007,False,21,T183,T183_SH_Gr_240731_0408,Tour Huế 3N2Đ - City,Huế,Bắc Trung Bộ,City,Domestic,Group,Hotline,Normal,1000000,5,0,0,5,2024-07-03,2024-07-31,2024-08-02,Summer,Rainy,Completed,3.6,5000000,3750000,1250000
B004927,CUST04008,False,29,T296,T296_SH_Co_240830_0006,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Couple,Social,Normal,1260000,2,0,0,2,2024-08-13,2024-08-30,2024-08-31,Summer,Cloudy,Completed,4.0,2520000,1740000,780000
B004928,CUST04009,False,27,T183,T183_SH_Fo_220309_0145,Tour Huế 3N2Đ - City,Huế,Bắc Trung Bộ,City,Foreign,Foreign,Website,Normal,1520000,3,0,0,3,2022-02-27,2022-03-09,2022-03-11,Spring,Sunny,Completed,5.0,4560000,2880000,1680000
B004929,CUST04010,False,42,T266,T266_SH_Fa_230326_0205,Tour Cần Thơ 1N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Family,Social,Normal,500000,4,3,0,7,2023-03-02,2023-03-26,2023-03-26,Spring,Sunny,Completed,3.7,2900000,2250000,650000
B004930,CUST04011,False,23,T077,T077_SH_Gr_231009_0006,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,OTA,Normal,1160000,10,0,0,10,2023-09-16,2023-10-09,2023-10-11,Autumn,Cloudy,Completed,4.1,11600000,8630000,2970000
B004931,CUST00143,True,33,T250,T250_SH_Co_240401_0373,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Couple,Website,Normal,1130000,2,0,0,2,2024-03-04,2024-04-01,2024-04-02,Spring,Sunny,Completed,4.8,2260000,1590000,670000
B004932,CUST04012,False,25,T029,T029_SH_Fo_240416_0027,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Foreign,Foreign,OTA,Normal,810000,2,0,0,2,2024-03-21,2024-04-16,2024-04-17,Spring,Cloudy,Completed,3.6,1620000,1090000,530000
B004933,CUST04013,False,36,T325,T325_SH_Fa_240416_0174,Tour Huế 3N2Đ - City,Huế,Bắc Trung Bộ,City,Domestic,Family,Website,Early,1360000,2,1,0,3,2024-03-12,2024-04-16,2024-04-18,Spring,Cloudy,Completed,4.2,3540000,2630000,910000
B004934,CUST04014,False,21,T006,T006_SH_Gr_240605_0488,Tour Hội An 2N1Đ - City,Hội An,Bắc Trung Bộ,City,Domestic,Group,Hotline,Normal,910000,8,0,0,8,2024-05-09,2024-06-05,2024-06-06,Summer,Cloudy,Completed,4.6,7280000,5590000,1690000
B004935,CUST04015,False,29,T095,T095_SH_Co_240323_0166,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Couple,Website,Normal,1080000,2,0,0,2,2024-03-04,2024-03-23,2024-03-24,Spring,Cloudy,Completed,4.1,2160000,1670000,490000
B004936,CUST04016,False,30,T010,T010_SH_Fo_241228_0060,Tour Hạ Long 4N3Đ - Cultural,Hạ Long,Bắc Bộ,Cultural,Foreign,Foreign,Social,Normal,1570000,4,0,0,4,2024-12-14,2024-12-28,2024-12-31,Winter,Sunny,Completed,3.7,6280000,4100000,2180000
B004937,CUST00027,True,40,T037,T037_SH_Fa_240317_0074,Tour Hà Giang 6N5Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Family,OTA,Normal,2240000,4,3,0,7,2024-02-24,2024-03-17,2024-03-22,Spring,Cloudy,Completed,3.4,12990000,9360000,3630000
B004938,CUST04017,False,23,T128,T128_SH_Gr_240913_0052,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,Social,Normal,820000,11,0,0,11,2024-08-29,2024-09-13,2024-09-14,Autumn,Cloudy,Completed,4.6,9020000,6700000,2320000
B004939,CUST00924,True,26,T142,T142_SH_Co_240405_0339,Tour Hội An 1N1Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Couple,Social,Normal,500000,2,0,0,2,2024-03-10,2024-04-05,2024-04-05,Spring,Cloudy,Completed,5.0,1000000,780000,220000
B004940,CUST04018,False,52,T036,T036_SH_Fo_241019_0177,Tour Đà Nẵng 2N1Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Foreign,Foreign,Agent,Normal,1010000,3,0,0,3,2024-10-05,2024-10-19,2024-10-20,Autumn,Sunny,Completed,4.3,3030000,2210000,820000
B004941,CUST04019,False,50,T103,T103_SH_Fa_240914_0218,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Family,OTA,Early,1230000,3,2,0,5,2024-08-08,2024-09-14,2024-09-16,Autumn,Cloudy,Completed,3.3,5170000,3450000,1720000
B004942,CUST04020,False,23,T271,T271_SH_Gr_241220_0028,Tour Hội An 3N2Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Group,Agent,Normal,1450000,7,0,0,7,2024-11-27,2024-12-20,2024-12-22,Winter,Sunny,Completed,4.4,10150000,7770000,2380000
B004943,CUST04021,False,28,T048,T048_SH_Co_231213_0330,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Couple,Agent,Normal,810000,2,0,0,2,2023-11-22,2023-12-13,2023-12-14,Winter,Sunny,Completed,4.3,1620000,1140000,480000
B004944,CUST04022,False,50,T091,T091_SH_Fo_220218_0109,Tour Vũng Tàu 5N4Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Foreign,Foreign,Website,Normal,3120000,2,0,0,2,2022-02-08,2022-02-18,2022-02-22,Spring,Rainy,Completed,3.5,6240000,3940000,2300000
B004945,CUST04023,False,49,T317,T317_SH_Fa_240721_0120,Tour Đà Lạt 3N2Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Family,Agent,Early,1040000,6,2,0,8,2024-06-17,2024-07-21,2024-07-23,Summer,Sunny,Completed,4.0,7490000,5820000,1670000
B004946,CUST04024,False,31,T178,T178_SH_Gr_240617_0476,Tour Nha Trang 2N1Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Group,Website,Normal,1160000,8,0,0,8,2024-06-02,2024-06-17,2024-06-18,Summer,Sunny,Completed,4.7,9280000,7040000,2240000
B004947,CUST04025,False,40,T003,T003_SH_Co_231111_0018,Tour Huế 3N2Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Couple,OTA,Normal,1260000,2,0,0,2,2023-10-17,2023-11-11,2023-11-13,Winter,Storm,Completed,3.4,2520000,1800000,720000
B004948,CUST04026,False,47,T150,T150_SH_Fo_230714_0137,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Foreign,Foreign,Website,Normal,1340000,3,0,0,3,2023-06-29,2023-07-14,2023-07-15,Summer,Storm,Completed,3.6,4020000,3100000,920000
B004949,CUST04027,False,31,T352,T352_SH_Fa_241130_0020,Tour Hạ Long 2N1Đ - Cultural,Hạ Long,Bắc Bộ,Cultural,Domestic,Family,OTA,Normal,1010000,5,3,0,8,2024-11-08,2024-11-30,2024-12-01,Winter,Rainy,Completed,3.0,6870000,5060000,1810000
B004950,CUST04028,False,20,T272,T272_SH_Gr_240520_0463,Tour Vũng Tàu 2N1Đ - City,Vũng Tàu,Nam Bộ,City,Domestic,Group,OTA,Normal,910000,12,0,0,12,2024-04-26,2024-05-20,2024-05-21,Summer,Sunny,Completed,4.3,10920000,7440000,3480000
B004951,CUST04029,False,29,T203,T203_SH_Co_230911_0269,Tour Đà Nẵng 2N1Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Couple,Agent,Normal,1010000,2,0,0,2,2023-08-28,2023-09-11,2023-09-12,Autumn,Cloudy,Completed,4.1,2020000,1530000,490000
B004952,CUST04030,False,31,T221,T221_SH_Fo_230429_0033,Tour Đà Lạt 2N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Foreign,Foreign,Website,Late,830000,4,0,0,4,2023-04-23,2023-04-29,2023-04-30,Spring,Sunny,Completed,4.4,3320000,2350000,970000
B004953,CUST04031,False,42,T218,T218_SH_Fa_241129_0190,Tour Đà Lạt 4N3Đ - Adventure,Đà Lạt,Tây Nguyên,Adventure,Domestic,Family,Hotline,Early,2070000,3,2,0,5,2024-10-26,2024-11-29,2024-12-02,Winter,Sunny,Completed,4.0,8690000,5870000,2820000
B004954,CUST04032,False,31,T305,T305_SH_Gr_220515_0525,Tour TP.HCM 3N2Đ - City,TP.HCM,Nam Bộ,City,Domestic,Group,OTA,Normal,1220000,9,0,0,9,2022-04-23,2022-05-15,2022-05-17,Summer,Sunny,Completed,4.8,10980000,8690000,2290000
B004955,CUST01884,True,39,T220,T220_SH_Co_220709_0201,Tour Sa Pa 2N1Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Couple,Website,Early,970000,2,0,0,2,2022-06-11,2022-07-09,2022-07-10,Summer,Rainy,Cancelled,,0,0,0
B004956,CUST04033,False,41,T315,T315_SH_Fo_241002_0187,Tour Ninh Bình 3N2Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Foreign,Foreign,OTA,Late,1200000,2,0,0,2,2024-09-22,2024-10-02,2024-10-04,Autumn,Sunny,Completed,4.3,2400000,1810000,590000
B004957,CUST04034,False,45,T048,T048_SH_Fa_240729_0251,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Family,Agent,Early,800000,3,2,0,5,2024-06-27,2024-07-29,2024-07-30,Summer,Sunny,Completed,3.8,3360000,2420000,940000
B004958,CUST04035,False,27,T271,T271_SH_Gr_240516_0464,Tour Hội An 3N2Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Group,Website,Normal,1700000,9,0,0,9,2024-04-20,2024-05-16,2024-05-18,Summer,Sunny,Completed,4.1,15300000,10970000,4330000
B004959,CUST04036,False,38,T228,T228_SH_Co_220325_0121,Tour Nha Trang 4N3Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Couple,Social,Normal,2340000,2,0,0,2,2022-03-10,2022-03-25,2022-03-28,Spring,Sunny,Completed,4.1,4680000,3240000,1440000
B004960,CUST04037,False,48,T271,T271_SH_Fo_220516_0009,Tour Hội An 3N2Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Foreign,Foreign,Website,Normal,1550000,4,0,0,4,2022-04-28,2022-05-16,2022-05-18,Summer,Rainy,Completed,3.3,6200000,4560000,1640000
B004961,CUST04038,False,36,T042,T042_SH_Fa_230429_0241,Tour Hạ Long 2N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Family,Website,Early,990000,3,1,0,4,2023-04-01,2023-04-29,2023-04-30,Spring,Rainy,Completed,3.5,3560000,2670000,890000
B004962,CUST04039,False,20,T267,T267_SH_Gr_230828_0414,Tour Huế 3N2Đ - City,Huế,Bắc Trung Bộ,City,Domestic,Group,OTA,Normal,1480000,12,0,0,12,2023-08-13,2023-08-28,2023-08-30,Summer,Sunny,Completed,4.2,17760000,13320000,4440000
B004963,CUST04040,False,37,T047,T047_SH_Co_240419_0331,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Couple,Social,Normal,1260000,2,0,0,2,2024-03-29,2024-04-19,2024-04-20,Spring,Cloudy,Completed,4.4,2520000,1830000,690000
B004964,CUST04041,False,59,T064,T064_SH_Fo_221003_0080,Tour Huế 4N3Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Foreign,Foreign,OTA,Late,1220000,3,0,0,3,2022-09-27,2022-10-03,2022-10-06,Autumn,Cloudy,Completed,4.2,3660000,2570000,1090000
B004965,CUST04042,False,38,T244,T244_SH_Fa_230706_0154,Tour Vũng Tàu 4N3Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Family,Website,Early,2260000,4,3,0,7,2023-05-19,2023-07-06,2023-07-09,Summer,Rainy,Completed,3.6,13110000,10150000,2960000
B004966,CUST04043,False,20,T093,T093_SH_Gr_240814_0219,Tour Mũi Né 3N2Đ - Adventure,Mũi Né,Nam Trung Bộ,Adventure,Domestic,Group,OTA,Normal,1590000,5,0,0,5,2024-07-24,2024-08-14,2024-08-16,Summer,Rainy,Completed,3.1,7950000,5930000,2020000
B004967,CUST02362,True,32,T203,T203_SH_Co_230911_0269,Tour Đà Nẵng 2N1Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Couple,OTA,Normal,1010000,2,0,0,2,2023-08-20,2023-09-11,2023-09-12,Autumn,Cloudy,Completed,4.6,2020000,1460000,560000
B004968,CUST04044,False,57,T159,T159_SH_Fo_240705_0099,Tour Mũi Né 4N3Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Foreign,Foreign,Social,Normal,2970000,2,0,0,2,2024-06-18,2024-07-05,2024-07-08,Summer,Cloudy,Completed,4.6,5940000,3760000,2180000
B004969,CUST04045,False,31,T271,T271_SH_Fa_230316_0018,Tour Hội An 3N2Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Family,Social,Normal,1120000,2,1,0,3,2023-02-24,2023-03-16,2023-03-18,Spring,Sunny,Completed,4.5,2910000,2090000,820000
B004970,CUST04046,False,29,T311,T311_SH_Gr_241117_0154,Tour Hà Giang 4N3Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Hotline,Normal,2130000,11,0,0,11,2024-10-25,2024-11-17,2024-11-20,Winter,Sunny,Completed,3.8,23430000,17570000,5860000
B004971,CUST04047,False,33,T299,T299_SH_Co_240216_0162,Tour Hạ Long 2N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Couple,Website,Normal,800000,2,0,0,2,2024-01-27,2024-02-16,2024-02-17,Spring,Sunny,Completed,4.1,1600000,1210000,390000
B004972,CUST03426,True,39,T038,T038_SH_Fo_240715_0117,Tour Huế 3N2Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Foreign,Foreign,Website,Normal,1440000,4,0,0,4,2024-06-30,2024-07-15,2024-07-17,Summer,Cloudy,Completed,4.3,5760000,4300000,1460000
B004973,CUST04048,False,35,T313,T313_SH_Fa_221222_0180,Tour Hạ Long 3N2Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Family,OTA,Normal,1470000,5,3,0,8,2022-11-29,2022-12-22,2022-12-24,Winter,Sunny,Completed,3.2,10000000,7410000,2590000
B004974,CUST04049,False,26,T197,T197_SH_Gr_230806_0418,Tour Phú Quốc 2N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Group,Website,Normal,1030000,7,0,0,7,2023-07-21,2023-08-06,2023-08-07,Summer,Rainy,Completed,4.3,7210000,5180000,2030000
B004975,CUST03774,True,25,T171,T171_SH_Co_220308_0333,Tour Phú Quốc 2N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Couple,Website,Normal,890000,2,0,0,2,2022-02-18,2022-03-08,2022-03-09,Spring,Storm,Completed,3.5,1780000,1340000,440000
B004976,CUST04050,False,49,T029,T029_SH_Fo_240416_0027,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Foreign,Foreign,Agent,Normal,810000,2,0,0,2,2024-03-30,2024-04-16,2024-04-17,Spring,Cloudy,Completed,4.4,1620000,1100000,520000
B004977,CUST04051,False,38,T113,T113_SH_Fa_231011_0242,Tour Mũi Né 4N3Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Family,Agent,Early,1890000,3,2,0,5,2023-09-06,2023-10-11,2023-10-14,Autumn,Sunny,Completed,4.0,7940000,6200000,1740000
B004978,CUST04052,False,27,T265,T265_SH_Gr_230818_0493,Tour TP.HCM 4N3Đ - City,TP.HCM,Nam Bộ,City,Domestic,Group,Social,Normal,2130000,7,0,0,7,2023-07-29,2023-08-18,2023-08-21,Summer,Sunny,Completed,4.7,14910000,11150000,3760000
B004979,CUST04053,False,28,T088,T088_SH_Co_220216_0421,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Couple,OTA,Normal,690000,2,0,0,2,2022-02-01,2022-02-16,2022-02-17,Spring,Sunny,Completed,3.5,1380000,920000,460000
B004980,CUST04054,False,45,T332,T332_SH_Fo_241206_0170,Tour Ninh Bình 4N3Đ - City,Ninh Bình,Bắc Bộ,City,Foreign,Foreign,OTA,Normal,1650000,4,0,0,4,2024-11-24,2024-12-06,2024-12-09,Winter,Sunny,Cancelled,,0,0,0
B004981,CUST04055,False,53,T088,T088_SH_Fa_240501_0011,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Family,Website,Early,1060000,4,2,0,6,2024-03-24,2024-05-01,2024-05-02,Summer,Cloudy,Completed,4.4,5510000,3730000,1780000
B004982,CUST04056,False,23,T288,T288_SH_Gr_240504_0448,Tour Huế 1N1Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Group,OTA,Normal,500000,11,0,0,11,2024-04-06,2024-05-04,2024-05-04,Summer,Sunny,Completed,3.2,5500000,4090000,1410000
B004983,CUST04057,False,35,T249,T249_SH_Co_241130_0246,Tour Ninh Bình 3N2Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Couple,Social,Normal,1170000,2,0,0,2,2024-11-05,2024-11-30,2024-12-02,Winter,Cloudy,Completed,4.1,2340000,1880000,460000
B004984,CUST04058,False,36,T216,T216_SH_Fo_230818_0079,Tour Hà Giang 2N1Đ - Adventure,Hà Giang,Bắc Bộ,Adventure,Foreign,Foreign,Social,Normal,1150000,3,0,0,3,2023-08-05,2023-08-18,2023-08-19,Summer,Sunny,Completed,4.6,3450000,2280000,1170000
B004985,CUST04059,False,39,T179,T179_SH_Fa_240823_0103,Tour Nha Trang 4N3Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Family,Website,Early,1800000,3,1,0,4,2024-07-10,2024-08-23,2024-08-26,Summer,Sunny,Completed,4.7,6480000,4860000,1620000
B004986,CUST04060,False,24,T062,T062_SH_Gr_230820_0262,Tour Mũi Né 3N2Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,OTA,Normal,2190000,11,0,0,11,2023-08-06,2023-08-20,2023-08-22,Summer,Cloudy,Completed,4.6,24090000,19360000,4730000
B004987,CUST03407,True,30,T122,T122_SH_Co_240830_0263,Tour Mũi Né 3N2Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Couple,OTA,Normal,1790000,2,0,0,2,2024-08-15,2024-08-30,2024-09-01,Summer,Sunny,Completed,4.3,3580000,2830000,750000
B004988,CUST04061,False,53,T297,T297_SH_Fo_240529_0011,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Foreign,Foreign,Website,Normal,1600000,4,0,0,4,2024-05-21,2024-05-29,2024-05-31,Summer,Sunny,Completed,3.7,6400000,4450000,1950000
B004989,CUST04062,False,38,T349,T349_SH_Fa_231229_0202,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Family,Website,Early,1640000,2,1,0,3,2023-11-20,2023-12-29,2023-12-31,Winter,Sunny,Completed,4.0,4260000,3270000,990000
B004990,CUST04063,False,20,T300,T300_SH_Gr_230627_0399,Tour Vũng Tàu 3N2Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,Social,Normal,1680000,8,0,0,8,2023-06-12,2023-06-27,2023-06-29,Summer,Sunny,Completed,4.1,13440000,10620000,2820000
B004991,CUST04064,False,31,T253,T253_SH_Co_240718_0157,Tour Sa Pa 3N2Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Couple,Website,Normal,1430000,2,0,0,2,2024-07-02,2024-07-18,2024-07-20,Summer,Rainy,Completed,3.9,2860000,2090000,770000
B004992,CUST04065,False,35,T150,T150_SH_Fo_230714_0137,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Foreign,Foreign,Website,Normal,1340000,4,0,0,4,2023-07-03,2023-07-14,2023-07-15,Summer,Storm,Cancelled,,0,0,0
B004993,CUST04066,False,38,T317,T317_SH_Fa_240721_0120,Tour Đà Lạt 3N2Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Family,Agent,Normal,1040000,5,3,0,8,2024-07-01,2024-07-21,2024-07-23,Summer,Sunny,Completed,3.9,7070000,4840000,2230000
B004994,CUST04067,False,31,T193,T193_SH_Gr_240329_0405,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Group,OTA,Normal,1840000,8,0,0,8,2024-03-10,2024-03-29,2024-03-31,Spring,Sunny,Completed,4.1,14720000,11440000,3280000
B004995,CUST04068,False,37,T064,T064_SH_Co_220830_0144,Tour Huế 4N3Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Couple,Social,Normal,1440000,2,0,0,2,2022-08-06,2022-08-30,2022-09-02,Summer,Storm,Completed,3.9,2880000,2210000,670000
B004996,CUST04069,False,33,T188,T188_SH_Fo_221209_0005,Tour Hạ Long 1N1Đ - Beach,Hạ Long,Bắc Bộ,Beach,Foreign,Foreign,Hotline,Normal,500000,4,0,0,4,2022-11-25,2022-12-09,2022-12-09,Winter,Sunny,Completed,4.7,2000000,1350000,650000
B004997,CUST04070,False,44,T030,T030_SH_Fa_220619_0088,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Family,Hotline,Early,1390000,3,1,0,4,2022-05-16,2022-06-19,2022-06-21,Summer,Sunny,Completed,4.5,5000000,3740000,1260000
B004998,CUST04071,False,26,T240,T240_SH_Gr_230128_0459,Tour Vũng Tàu 1N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,Social,Normal,500000,12,0,0,12,2023-01-04,2023-01-28,2023-01-28,Winter,Sunny,Completed,4.3,6000000,3970000,2030000
B004999,CUST04072,False,27,T088,T088_SH_Co_240114_0135,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Couple,Website,Normal,1100000,2,0,0,2,2023-12-21,2024-01-14,2024-01-15,Winter,Cloudy,Completed,4.2,2200000,1590000,610000
B005000,CUST04073,False,56,T290,T290_SH_Fo_230330_0161,Tour Sa Pa 3N2Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Foreign,Foreign,Website,Normal,1380000,3,0,0,3,2023-03-18,2023-03-30,2023-04-01,Spring,Sunny,Completed,4.5,4140000,3070000,1070000
B005001,CUST04074,False,44,T350,T350_SH_Fa_230618_0004,Tour Đà Lạt 4N3Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Family,Website,Early,1860000,3,2,0,5,2023-05-14,2023-06-18,2023-06-21,Summer,Sunny,Completed,4.2,7810000,5860000,1950000
B005002,CUST04075,False,21,T313,T313_SH_Gr_230117_0261,Tour Hạ Long 3N2Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Group,Agent,Normal,1800000,11,0,0,11,2022-12-27,2023-01-17,2023-01-19,Winter,Cloudy,Completed,4.3,19800000,14080000,5720000
B005003,CUST04076,False,26,T087,T087_SH_Co_230610_0002,Tour Cần Thơ 3N2Đ - Cultural,Cần Thơ,Nam Bộ,Cultural,Domestic,Couple,Hotline,Normal,1540000,2,0,0,2,2023-05-24,2023-06-10,2023-06-12,Summer,Sunny,Cancelled,,0,0,0
B005004,CUST03432,True,60,T171,T171_SH_Fo_230226_0207,Tour Phú Quốc 2N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Foreign,Foreign,OTA,Normal,1010000,3,0,0,3,2023-02-08,2023-02-26,2023-02-27,Spring,Sunny,Completed,4.7,3030000,2200000,830000
B005005,CUST04077,False,44,T155,T155_SH_Fa_240822_0080,Tour Đà Lạt 2N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Family,Hotline,Normal,1020000,3,1,0,4,2024-08-05,2024-08-22,2024-08-23,Summer,Sunny,Completed,4.4,3670000,2690000,980000
B005006,CUST04078,False,23,T205,T205_SH_Gr_230923_0369,Tour TP.HCM 2N1Đ - City,TP.HCM,Nam Bộ,City,Domestic,Group,Hotline,Normal,710000,9,0,0,9,2023-09-01,2023-09-23,2023-09-24,Autumn,Sunny,Completed,4.4,6390000,4410000,1980000
B005007,CUST01510,True,40,T252,T252_SH_Co_230905_0060,Tour Cần Thơ 4N3Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Couple,Agent,Normal,1920000,2,0,0,2,2023-08-15,2023-09-05,2023-09-08,Autumn,Rainy,Completed,3.4,3840000,2840000,1000000
